"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","5","0","0","0","4","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","13","0","0","0","24","3","0","1","21","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"1歳","48","0","0","1","50","13","0","2","11","0","0","1","1","0","7","0","0","0","0","0","0","0","0","0"
"2歳","60","0","0","0","39","12","5","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"3歳","74","0","0","2","46","8","1","2","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0"
"4歳","78","0","2","4","58","12","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"5歳","60","0","0","2","47","5","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0"
"6歳","47","0","0","13","32","6","0","2","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"7歳","53","0","0","3","30","4","0","2","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0"
"8歳","35","0","0","2","18","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"9歳","32","0","0","3","16","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","98","0","0","2","48","2","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","62","0","0","1","30","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","128","0","0","4","128","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"30〜39歳","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"40〜49歳","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1067","0","2","37","570","71","6","12","34","1","0","3","6","37","9","0","0","4","1","0","0","0","0","1"
