"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","257","0","1","8","50","8","0","1","2","0","0","2","1","0","1","0","0","2","0","0","0","0","0","1","","","","","",""
"区南部","189","0","1","6","66","8","1","2","2","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","184","0","1","0","88","8","1","1","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","291","0","0","3","67","3","0","1","1","0","0","0","0","2","0","0","0","3","0","0","0","3","0","0","","","","","",""
"区西北部","250","0","0","6","41","8","0","2","5","0","1","0","0","3","0","0","0","0","0","0","0","2","0","1","","","","","",""
"区東北部","168","0","1","11","26","8","1","2","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","143","0","0","7","63","4","0","2","3","0","0","1","1","1","1","0","0","1","0","0","0","0","0","1","","","","","",""
"西多摩","143","0","0","1","5","4","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","158","0","0","1","21","7","0","1","0","0","0","1","0","2","1","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩西部","104","0","0","2","16","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","156","0","0","1","20","5","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","227","0","0","2","33","5","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2277","0","4","48","496","69","3","15","23","0","1","4","5","16","6","0","0","9","0","0","0","5","0","4","","","","","",""
