"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","3","0","0","0"
"1〜4歳","0","0","0","0","0","0","3","4","0","0"
"5〜9歳","0","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0","0"
"15〜19歳","2","0","0","1","0","0","1","0","0","0"
"20〜24歳","17","1","4","12","0","0","0","0","0","0"
"25〜29歳","17","10","11","11","0","0","0","0","0","0"
"30〜34歳","28","12","9","18","0","2","0","0","0","0"
"35〜39歳","19","17","4","12","0","2","0","0","0","0"
"40〜44歳","10","11","7","8","0","2","1","0","0","0"
"45〜49歳","10","8","1","7","0","0","1","0","0","0"
"50〜54歳","2","6","4","3","0","0","0","0","0","0"
"55〜59歳","4","5","1","3","0","0","1","0","0","0"
"60〜64歳","5","1","1","2","0","0","2","0","0","0"
"65〜69歳","0","3","0","1","0","1","4","1","0","0"
"70歳以上","1","0","0","0","0","0","21","4","1","0"
"合計","115","74","42","78","0","7","38","10","1","0"
