"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","30","0","0","6","28","10","0","0","2","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区南部","24","0","1","2","43","7","0","1","4","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","8","0","1","2","51","1","1","1","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","33","0","0","1","80","3","0","1","2","1","1","0","1","2","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区西北部","10","0","0","12","37","6","0","2","6","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","39","0","0","1","32","2","0","1","4","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","32","0","0","6","46","7","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","2","","","","","",""
"西多摩","5","0","0","2","42","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","19","0","0","1","26","8","0","1","4","0","0","1","1","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","5","0","0","3","13","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","17","0","0","1","27","5","0","0","5","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","21","0","0","1","23","5","0","1","3","0","0","0","5","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"島しょ","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","248","0","2","38","448","61","1","8","38","1","3","2","10","18","3","0","1","7","0","0","0","1","0","4","","","","","",""
