"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","9","652","12","0","0","8","0","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"〜1歳","1","21","*","30","0","1","44","1","5","0","6","11","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","2","36","4058","81","7","8","122","1","32","3","20","76","1","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","12","*","30","7","24","82","1","15","3","3","43","2","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"3歳","0","15","*","12","3","26","46","3","6","9","1","23","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","4","11","*","2","2","40","52","1","6","8","3","18","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","14","1853","0","1","33","52","8","7","9","0","9","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","2","13","*","0","5","27","33","5","4","3","0","5","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","2","9","*","0","2","21","27","4","0","5","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","2","17","*","0","2","12","23","6","1","2","0","3","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","3","11","*","0","1","15","24","3","0","2","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","13","45","661","0","1","14","67","9","2","0","0","0","3","1","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","2"
"15〜19歳","0","51","215","0","0","1","15","2","1","0","0","0","0","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"20〜29歳","5","97","366","1","1","7","39","0","0","0","0","2","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","2","87","388","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40〜49歳","5","111","380","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","4","116","368","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","3","0","0","0","0","0","1","0","1","0","2"
"60〜69歳","2","70","252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"70〜79歳","0","57","179","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","12"
"80歳以上","0","42","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","1","0","26"
"合計","47","844","9498","168","32","229","634","44","81","44","34","196","12","22","3","0","19","0","0","4","0","1","1","58","0","0","0","0","0","1","0","2","0","56"
