"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","5","4","2","5","0","0","0","0","0","",""
"中央区","5","0","0","3","0","0","0","0","0","",""
"みなと","9","25","4","1","0","2","7","5","0","",""
"新宿区","30","19","28","20","0","2","7","5","0","",""
"文京","3","0","1","4","0","0","4","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","",""
"墨田区","1","0","3","0","0","0","1","1","0","",""
"江東区","10","5","1","7","0","2","0","0","0","",""
"品川区","0","0","0","1","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","1","0","0","2","0","0","",""
"世田谷","0","0","0","0","0","0","2","0","0","",""
"渋谷区","4","3","0","2","0","0","1","0","0","",""
"中野区","5","2","0","7","0","0","0","0","0","",""
"杉並","3","0","0","0","0","0","13","1","0","",""
"池袋","14","6","6","4","0","1","2","5","0","",""
"北区","0","0","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","3","0","0","4","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","2","2","3","4","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","2","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","1","0","0","5","2","0","",""
"多摩小平","0","0","0","0","0","0","3","5","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","97","66","49","64","0","7","50","26","0","",""
