"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","29","25","2","4","0","0","3","2","0","",""
"区南部","2","0","0","0","0","0","1","0","0","",""
"区西南部","0","0","0","0","0","0","4","2","0","",""
"区西部","10","3","3","9","1","0","7","8","0","",""
"区西北部","16","3","4","0","2","0","3","0","0","",""
"区東北部","3","0","2","0","0","0","1","1","0","",""
"区東部","10","2","2","0","0","0","1","5","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","10","2","1","0","4","0","5","0","0","",""
"北多摩西部","13","2","3","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","3","3","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","93","37","17","14","8","0","28","21","0","",""
