"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","17","4","5","8","0","0","1","0","0","2","2"
"中央区","14","0","1","3","0","0","0","0","0","3","0"
"みなと","14","7","3","1","2","0","8","8","0","2","1"
"新宿区","24","27","23","18","0","4","24","10","0","7","2"
"文京","6","1","0","5","0","0","11","1","1","1","1"
"台東","2","0","0","0","0","0","0","0","0","2","0"
"墨田区","0","0","0","1","0","0","5","10","0","2","1"
"江東区","9","5","3","7","0","1","0","0","0","2","0"
"品川区","1","2","0","1","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","4","0","0","0","0","0","5","1","0","2","1"
"世田谷","0","0","0","0","0","0","5","0","0","0","2"
"渋谷区","15","5","7","2","1","0","4","0","0","5","1"
"中野区","7","1","1","4","1","1","0","0","0","2","1"
"杉並","3","0","0","2","0","0","15","1","0","1","1"
"池袋","26","8","8","7","1","0","6","16","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","2","0","2","3","0","0","0","0","0","1","0"
"板橋区","4","3","0","1","0","1","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","2","1","1","2","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","4","5","0","0","1"
"江戸川","18","2","1","3","0","0","0","0","0","2","0"
"八王子市","7","2","0","0","1","0","0","0","0","4","1"
"町田市","2","0","1","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","1","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","12","1","0","0","1","0","0","0","0","2","1"
"多摩府中","3","1","0","0","0","0","15","3","0","3","2"
"多摩小平","1","1","0","0","0","0","17","14","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","193","71","56","68","7","7","121","69","1","54","24"
