"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","8","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","12","1","2","0","5","4","0","0","12","0","1","0","0","0","0","0","1","0","0","0"
"1歳","72","2","0","1","13","4","10","0","15","0","1","1","0","0","0","0","0","0","0","0"
"2歳","81","4","1","0","17","7","6","0","2","0","1","5","1","0","0","0","0","0","0","0"
"3歳","120","0","1","5","12","5","2","1","0","0","2","8","0","0","0","0","0","0","0","0"
"4歳","157","1","0","7","14","7","5","0","0","0","1","6","0","0","0","0","0","0","0","0"
"5歳","207","0","0","6","11","3","2","1","1","0","0","4","0","0","0","0","0","0","0","0"
"6歳","215","0","0","3","6","4","1","1","0","0","1","3","0","0","0","0","0","0","0","0"
"7歳","301","0","0","9","8","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"8歳","276","0","0","5","6","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","271","0","0","2","5","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"10〜14歳","885","0","0","6","8","1","2","0","0","0","0","2","0","0","0","0","0","0","1","0"
"15〜19歳","325","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","191","0","0","3","22","1","0","0","0","1","0","1","0","0","0","3","0","0","0","0"
"30〜39歳","225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3565","9","4","48","131","40","28","3","31","1","7","35","1","0","0","8","1","0","2","0"
