"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","4","4","28","80","4","2","4","5","0","1","1","0","1","0","1","0","0","0","0","0","","","","","",""
"区南部","13","4","6","30","126","3","1","2","4","0","1","1","1","1","0","1","0","0","0","0","0","","","","","",""
"区西南部","16","4","2","26","109","12","3","1","8","0","0","1","1","0","0","2","1","0","0","0","0","","","","","",""
"区西部","13","2","4","22","103","3","0","0","10","0","0","1","0","0","0","1","0","0","3","0","0","","","","","",""
"区西北部","28","1","7","35","104","22","1","1","9","0","0","4","1","0","0","3","0","0","0","0","0","","","","","",""
"区東北部","13","1","3","36","131","6","1","4","15","0","0","2","1","0","0","2","0","0","3","0","0","","","","","",""
"区東部","37","2","7","48","115","9","4","1","9","0","1","1","4","1","0","1","0","0","0","0","0","","","","","",""
"西多摩","4","1","1","7","23","3","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","22","3","3","65","133","11","1","8","16","0","1","3","3","0","0","0","0","0","1","0","0","","","","","",""
"北多摩西部","7","3","1","17","55","9","1","1","4","0","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","7","1","2","36","51","3","2","3","10","0","0","3","2","1","0","3","1","0","1","0","0","","","","","",""
"北多摩北部","13","0","4","15","49","3","3","1","10","0","1","0","2","0","0","1","0","1","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","184","26","44","365","1079","88","19","27","101","0","5","20","15","5","0","15","2","1","9","0","0","","","","","",""
