"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","3","1","0","0","3","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","15","1","0","1","42","5","0","0","21","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"1歳","55","0","0","3","62","10","1","0","8","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2歳","90","0","0","6","43","7","3","1","3","0","0","0","0","2","1","0","0","0","0","0","0","0","0"
"3歳","108","0","1","8","38","16","0","3","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"4歳","142","0","2","11","36","15","0","5","1","0","0","0","0","5","1","0","0","0","0","0","0","0","0"
"5歳","144","0","2","13","38","16","1","6","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"6歳","143","0","0","19","21","9","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","176","0","0","13","24","2","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"8歳","159","0","0","10","25","4","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","163","0","1","15","17","2","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","543","0","1","13","21","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","160","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","206","1","0","18","73","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"30〜39歳","276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2733","3","7","130","449","90","5","27","35","0","1","1","0","16","4","2","0","4","0","1","0","0","0"
