"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","98","10","1","42","24","35","1","1","0","5","3","1","1","0","0","2","0","0","1","0","0","1","3","","","","","",""
"区南部","146","16","0","59","35","67","2","5","0","2","2","1","0","1","0","1","0","0","0","0","0","0","1","","","","","",""
"区西南部","165","21","1","20","41","57","5","10","1","4","1","1","1","0","0","1","0","1","0","0","0","2","2","","","","","",""
"区西部","169","29","1","16","47","63","3","6","0","2","1","1","1","1","0","1","0","0","0","0","0","2","1","","","","","",""
"区西北部","266","48","0","73","36","44","3","3","2","4","2","0","1","0","0","2","0","0","0","0","0","1","1","","","","","",""
"区東北部","242","24","1","49","45","55","2","8","0","2","2","2","0","1","0","3","0","0","1","0","0","2","1","","","","","",""
"区東部","197","30","0","84","76","49","1","8","0","4","2","1","0","0","0","1","0","0","1","0","0","1","1","","","","","",""
"西多摩","69","5","0","1","8","7","0","3","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","324","24","1","26","57","56","3","15","1","4","1","1","3","1","0","5","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","126","14","0","5","31","11","1","3","0","3","2","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","216","30","0","33","80","34","4","4","1","8","2","4","1","1","0","0","0","0","2","0","0","3","1","","","","","",""
"北多摩北部","170","15","1","34","55","63","2","9","0","2","0","0","1","1","0","3","0","0","0","0","0","2","6","","","","","",""
"島しょ","14","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2202","266","6","442","536","541","27","76","5","41","18","14","10","6","0","20","0","1","5","0","0","14","20","","","","","",""
