"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","39","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","53","0","0","3","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","105","1","6","3","22","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"新宿区","97","4","1","1","16","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","68","0","0","1","17","1","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","3","","","","","",""
"台東","67","1","0","2","23","0","0","3","1","0","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","109","2","0","2","13","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","183","2","0","4","67","8","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","86","1","0","5","42","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","57","0","0","0","13","0","3","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","196","2","1","8","81","6","3","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","311","3","3","12","51","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","","","","","",""
"渋谷区","49","0","0","1","28","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"中野区","84","0","0","2","22","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","175","2","2","4","38","0","0","5","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","128","0","2","3","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","139","1","0","0","24","1","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","116","6","0","0","10","1","2","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","124","0","0","0","40","2","0","5","0","0","0","1","0","0","0","1","0","0","0","0","0","1","","","","","",""
"練馬区","234","3","3","8","41","4","0","11","3","0","0","4","2","1","0","1","0","0","0","0","0","0","","","","","",""
"足立","268","7","1","9","67","7","1","5","2","0","0","10","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","221","1","0","5","22","3","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"江戸川","248","2","5","18","47","5","5","3","1","0","0","2","0","1","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","249","4","1","15","79","9","1","7","1","0","1","3","3","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","218","2","1","27","74","7","0","5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","246","4","0","0","37","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","178","3","0","11","43","3","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","286","10","2","14","48","5","0","11","2","0","0","3","0","0","0","1","0","0","0","0","0","1","","","","","",""
"多摩府中","389","5","2","7","66","4","1","3","4","0","0","4","0","0","0","2","0","0","0","0","0","6","","","","","",""
"多摩小平","330","4","2","28","58","5","0","12","3","0","0","0","0","0","0","0","0","0","1","0","0","7","","","","","",""
"島しょ","35","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5088","71","32","193","1105","91","21","126","41","1","2","40","7","2","0","11","0","0","2","0","1","32","","","","","",""
