"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","11","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","9","0","0","0","5","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","4","29","3","4","1","5","0","4","0","0","2","1","0","1","0","0","0","0","2","0","0","1","","","","","",""
"新宿区","2","60","1","7","1","6","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","6","36","0","0","2","4","2","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","12","27","0","0","2","10","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","98","0","2","2","1","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","4","74","2","2","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","4","23","0","3","7","7","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","25","3","5","3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","14","75","7","5","3","24","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","20","134","5","9","8","20","2","3","0","1","6","1","0","2","0","2","0","0","0","0","0","0","","","","","",""
"渋谷区","4","25","1","1","1","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","7","82","0","2","2","28","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","6","66","0","3","3","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","37","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","8","46","1","1","4","3","0","6","0","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","47","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","5","58","1","3","6","4","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","5","71","0","1","5","9","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","79","0","2","1","31","0","4","1","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","11","49","0","1","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","5","117","2","12","2","12","0","2","0","0","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","9","122","2","4","5","22","1","3","0","2","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","2","68","0","0","3","14","0","5","0","5","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","5","50","0","1","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","62","2","4","2","18","0","2","0","3","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","60","1","0","9","15","1","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","10","143","2","2","9","30","0","5","2","3","5","1","0","0","0","2","1","0","0","0","0","0","","","","","",""
"多摩小平","11","128","4","1","23","28","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","191","1954","37","75","110","331","10","65","4","22","65","4","1","3","0","7","1","0","2","0","0","2","","","","","",""
