"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","147","0","3","18","67","3","1","2","2","0","1","0","2","0","1","0","0","0","0","0","2","","","","","",""
"区南部","131","0","1","32","89","4","0","5","2","0","1","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","222","2","3","20","99","2","1","1","2","0","0","1","0","0","1","0","0","1","0","0","4","","","","","",""
"区西部","220","4","2","27","106","0","1","1","3","0","0","1","1","0","2","0","0","0","0","0","3","","","","","",""
"区西北部","338","1","4","29","107","2","2","1","3","5","1","0","1","0","1","0","0","1","0","0","1","","","","","",""
"区東北部","215","1","1","23","102","5","3","4","4","0","0","0","0","0","1","0","0","1","0","0","1","","","","","",""
"区東部","226","1","1","34","72","5","4","1","8","0","1","1","1","0","0","0","1","0","0","0","4","","","","","",""
"西多摩","78","0","1","3","28","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","392","3","3","55","134","5","1","1","4","0","0","0","1","0","1","0","0","0","0","0","1","","","","","",""
"北多摩西部","123","2","0","8","42","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","198","0","1","29","73","3","1","2","7","0","2","1","0","0","0","0","0","2","0","0","6","","","","","",""
"北多摩北部","156","2","5","25","64","1","1","1","3","1","2","0","0","0","1","0","0","0","0","0","5","","","","","",""
"島しょ","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2458","16","25","303","983","32","18","19","41","6","8","4","7","0","9","0","1","5","0","0","28","","","","","",""
