"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","1","0"
"1〜4歳","0","0","0","0","0","0","0","9","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","10","2","1","4","2","0","1","0","0"
"20〜24歳","26","7","7","2","3","0","0","0","0"
"25〜29歳","26","12","3","3","3","0","0","1","0"
"30〜34歳","16","6","1","4","6","0","1","0","0"
"35〜39歳","3","1","0","0","2","0","2","1","0"
"40〜44歳","4","1","0","0","2","0","1","0","0"
"45〜49歳","1","0","0","0","0","0","0","1","0"
"50〜54歳","0","2","0","0","2","0","0","0","0"
"55〜59歳","0","0","0","0","0","0","0","1","0"
"60〜64歳","0","0","0","0","0","0","0","0","0"
"65〜69歳","0","2","0","0","0","0","1","0","0"
"70歳以上","0","0","0","0","0","0","22","1","0"
"合計","86","33","12","13","20","0","31","15","0"
