"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","29","0","1","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","48","0","0","1","7","0","0","0","1","0","0","0","0","0","0","6","0","0","0","0","0","","","","","",""
"みなと","129","4","3","6","18","3","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","102","0","0","11","14","0","0","0","3","1","0","3","0","0","0","0","0","0","1","0","2","","","","","",""
"文京","96","0","0","2","10","4","0","1","1","0","0","0","0","0","0","2","0","0","0","0","1","","","","","",""
"台東","78","1","0","2","26","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","64","3","0","6","10","5","0","0","1","0","0","0","0","0","0","0","0","1","1","0","3","","","","","",""
"江東区","266","1","0","14","76","10","2","4","5","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","141","1","0","5","36","0","0","3","5","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","36","0","0","0","10","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","344","2","3","17","67","9","0","1","2","0","0","3","1","1","0","0","0","0","1","0","0","","","","","",""
"世田谷","446","0","1","11","88","14","0","0","2","0","0","1","1","0","0","0","0","0","1","0","6","","","","","",""
"渋谷区","55","0","0","1","11","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","","","","","",""
"中野区","119","1","0","2","42","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","219","1","0","3","45","6","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","64","0","0","2","4","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北区","156","0","0","4","21","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","159","3","2","6","33","3","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","156","0","0","3","25","3","0","0","2","0","1","2","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","364","1","1","10","68","6","0","1","2","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","377","0","2","10","57","15","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","335","1","1","6","32","15","0","0","1","0","0","0","0","0","0","0","0","0","3","0","8","","","","","",""
"江戸川","282","1","7","17","55","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","345","0","2","21","46","12","0","1","6","0","0","4","0","0","0","0","0","0","0","0","1","","","","","",""
"町田市","327","2","0","22","55","11","0","0","2","0","1","1","4","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","188","0","0","7","19","7","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","347","0","1","7","27","11","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","336","4","0","15","31","7","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","706","0","1","25","69","16","1","3","7","0","0","1","1","0","0","0","0","0","4","0","7","","","","","",""
"多摩小平","582","0","2","28","70","9","0","1","2","0","1","1","1","0","0","0","0","0","1","0","4","","","","","",""
"島しょ","57","0","0","2","14","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","6953","26","27","266","1090","181","3","24","80","4","3","25","12","2","0","9","0","1","12","0","37","","","","","",""
