"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","5","0"
"1〜4歳","0","0","0","0","0","0","1","13","0"
"5〜9歳","0","0","0","0","0","0","0","2","0"
"10〜14歳","1","0","0","0","0","0","0","0","0"
"15〜19歳","9","3","3","1","0","0","0","0","0"
"20〜24歳","24","10","10","4","3","0","0","0","0"
"25〜29歳","31","9","6","3","2","0","0","0","0"
"30〜34歳","15","6","5","1","2","0","0","1","0"
"35〜39歳","5","7","5","0","2","1","1","0","0"
"40〜44歳","4","2","0","1","1","0","1","1","0"
"45〜49歳","1","2","0","0","0","0","1","0","0"
"50〜54歳","1","2","0","0","0","0","2","0","0"
"55〜59歳","0","1","1","0","0","0","1","0","0"
"60〜64歳","0","0","0","0","0","0","2","1","0"
"65〜69歳","0","0","0","0","0","0","1","0","0"
"70歳以上","0","2","0","0","1","0","14","2","0"
"合計","91","44","30","10","11","1","24","25","0"
