"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","2","14","7","1","3","3","0","1","1","2","2","0","0","0","6","0","0","0","0","0","0","","","","","",""
"区南部","0","0","0","7","16","10","7","2","1","0","0","13","0","12","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","13","0","3","1","22","10","13","4","2","0","0","15","1","7","0","0","0","0","0","0","0","0","0","2","","","","","",""
"区西部","0","0","0","1","28","8","2","5","3","0","0","5","0","10","1","0","0","4","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","0","2","13","5","4","2","6","0","0","17","1","10","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","0","3","9","8","2","3","3","0","1","7","1","9","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","6","22","7","3","0","4","0","0","14","0","8","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","3","2","0","0","0","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","1","24","7","2","1","2","0","0","3","1","4","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","3","1","10","3","1","2","0","0","0","3","1","3","6","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","2","5","3","5","2","0","0","0","2","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","0","3","22","2","3","1","3","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","13","0","9","31","188","72","43","25","28","0","3","89","8","76","14","1","0","12","0","0","0","0","0","2","","","","","",""
