"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","1","0"
"1〜4歳","0","0","0","0","0","0","4","6","0"
"5〜9歳","0","0","0","0","0","0","0","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","13","2","4","0","2","0","1","0","0"
"20〜24歳","44","13","5","4","5","0","0","1","0"
"25〜29歳","34","14","3","3","4","2","0","0","0"
"30〜34歳","21","5","1","3","3","0","1","0","0"
"35〜39歳","11","2","2","3","4","0","0","1","0"
"40〜44歳","2","2","1","0","1","1","4","0","0"
"45〜49歳","1","1","0","0","0","0","1","0","0"
"50〜54歳","0","0","0","0","1","1","2","0","0"
"55〜59歳","0","1","0","0","0","0","4","0","1"
"60〜64歳","0","1","0","0","2","0","3","0","1"
"65〜69歳","0","0","0","0","0","0","5","0","0"
"70歳以上","0","0","0","0","0","0","22","1","2"
"合計","126","41","16","13","22","4","50","12","4"
