"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","1","0","0","0","2"
"中央区","9","0","2","1","0","1","0","0","0","2","0"
"みなと","13","7","6","0","2","0","11","0","1","2","1"
"新宿区","31","12","19","29","0","5","47","17","1","5","2"
"文京","5","2","1","3","0","0","2","1","0","1","1"
"台東","19","14","2","3","16","1","0","0","0","4","0"
"墨田区","1","2","4","0","0","0","9","5","1","1","1"
"江東区","21","4","3","12","0","0","0","0","0","3","0"
"品川区","1","2","0","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","7","0","0","1","0","0","3","0","0","3","1"
"世田谷","0","0","0","0","0","0","10","0","0","0","2"
"渋谷区","5","3","1","1","0","0","5","0","0","3","2"
"中野区","1","5","1","1","0","0","0","0","0","1","1"
"杉並","0","0","0","0","0","0","0","0","0","0","1"
"池袋","27","11","11","8","1","1","3","1","0","3","1"
"北区","0","0","1","0","0","0","0","0","0","1","0"
"荒川区","4","1","0","1","1","0","0","0","0","1","0"
"板橋区","5","4","2","0","6","1","2","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","1","0","1","5","0","0","0","0","0","1","0"
"葛飾区","0","0","0","0","0","0","4","3","0","0","1"
"江戸川","0","0","0","0","0","0","0","0","0","0","0"
"八王子","25","0","0","0","3","0","1","0","0","3","1"
"町田市","1","1","0","0","1","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","3","3","0","1","0","0","0","0","2","1"
"多摩府中","2","0","0","0","0","0","0","0","0","1","2"
"多摩小平","0","0","0","0","0","0","23","17","0","0","2"
"島しょ","0","0","0","0","0","0","3","0","0","0","1"
"合計","191","71","57","65","31","9","124","44","3","41","25"
