"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","80","30","928","11","1","14","53","3","1","4","5","5","1","0","0","0","1","0","0","1","0","0","1","2","","","","","","",""
"区南部","72","39","686","7","5","20","48","5","4","3","9","1","1","3","0","0","1","0","0","1","0","0","0","0","","","","","","",""
"区西南部","138","43","883","14","1","12","21","2","1","2","1","3","0","2","0","0","1","0","0","1","0","1","1","5","","","","","","",""
"区西部","91","34","1009","8","0","12","34","0","2","1","4","3","1","2","2","0","1","0","1","5","1","0","1","3","","","","","","",""
"区西北部","133","75","1510","14","1","28","51","8","7","1","4","12","0","3","1","0","3","0","1","1","0","0","0","1","","","","","","",""
"区東北部","78","60","1187","18","2","15","40","5","1","2","5","5","1","0","1","0","2","0","0","1","0","0","2","1","","","","","","",""
"区東部","98","51","1089","16","1","21","61","2","6","2","5","7","0","2","1","0","3","0","0","2","0","0","2","2","","","","","","",""
"西多摩","6","9","198","1","1","6","9","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","","","","","","",""
"南多摩","165","74","2331","12","5","61","85","2","2","9","8","16","3","2","1","0","2","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","34","26","425","7","0","17","15","3","1","1","3","3","0","0","0","0","2","0","0","1","0","0","1","1","","","","","","",""
"北多摩南部","62","54","1196","7","1","24","49","1","3","2","5","9","2","6","0","0","1","0","0","1","0","0","1","2","","","","","","",""
"北多摩北部","43","27","844","4","2","17","52","2","10","1","5","14","1","3","0","0","2","0","1","3","1","0","2","2","","","","","","",""
"島しょ","0","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","1000","526","12303","119","20","247","518","33","38","28","54","79","10","23","6","0","19","0","4","18","2","1","11","22","","","","","","",""
