"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","1","0","0","10","1","0","0","4","0","0","0","1","0","0","0","0","0","0","0"
"〜1歳","0","1","3","0","24","4","7","0","26","1","1","1","0","0","0","0","0","0","0","0"
"1歳","0","0","8","9","44","6","7","3","19","0","2","2","3","0","0","0","0","0","0","0"
"2歳","0","2","3","5","27","11","5","2","3","0","5","3","0","0","0","0","0","0","0","0"
"3歳","1","1","2","7","22","11","14","1","1","0","3","9","0","0","0","0","0","0","0","0"
"4歳","0","0","2","11","29","9","7","4","0","0","4","5","0","0","0","0","0","0","3","0"
"5歳","0","1","1","13","15","7","4","5","0","0","0","15","1","0","0","0","0","0","1","0"
"6歳","0","0","1","8","15","7","4","6","0","0","2","8","0","0","0","0","0","0","1","0"
"7歳","1","2","1","13","15","2","5","4","0","0","1","3","0","0","0","0","0","0","0","0"
"8歳","0","0","0","9","10","3","1","1","0","1","0","7","0","0","0","0","0","0","0","0"
"9歳","0","0","0","9","9","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","0","5","17","2","0","1","0","0","0","2","1","0","0","1","0","0","0","0"
"15〜19歳","1","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","5","0","1","10","51","0","0","3","0","0","1","2","0","0","0","2","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","13","8","22","100","299","63","55","30","53","2","19","59","6","0","1","12","0","0","5","0"
