"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","2","0","5","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","3","0","18","13","11","0","42","0","0","9","0","0","2","0","0","0","0","0","0","0","0","0"
"1歳","0","0","9","4","56","21","45","0","30","0","3","30","2","3","11","0","0","0","0","0","0","0","0","0"
"2歳","0","0","6","10","64","29","34","2","3","0","2","15","0","4","1","1","0","1","0","0","0","0","0","0"
"3歳","0","0","8","19","67","25","33","2","2","0","0","13","0","4","3","0","0","1","0","0","0","0","0","0"
"4歳","0","0","7","25","55","23","23","8","0","0","0","6","0","14","0","0","0","1","0","0","0","0","0","0"
"5歳","0","0","4","26","44","26","15","7","0","0","0","7","0","10","1","0","0","1","0","0","0","0","0","0"
"6歳","0","0","4","21","34","9","8","3","0","0","0","1","1","1","3","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","15","21","10","4","4","0","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","8","22","8","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","5","16","2","2","2","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","8","36","6","4","2","0","0","0","0","2","6","0","0","0","2","0","0","0","1","0","0"
"15〜19歳","0","0","0","2","15","0","0","0","0","0","0","0","3","1","0","0","0","1","0","0","0","0","0","2"
"20〜29歳","1","0","0","5","79","3","2","0","0","0","2","3","2","1","0","0","0","3","0","0","0","0","0","2"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1","0","46","148","532","176","186","31","84","0","8","88","11","47","22","1","0","23","0","0","0","1","0","6"
