"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","2","19","23","64","5","5","2","7","0","12","4","0","1","0","1","0","0","0","1","1","0","","","","","",""
"区南部","0","1","12","42","79","5","0","3","6","0","4","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","2","0","6","78","78","6","1","2","7","0","6","9","3","0","0","0","1","0","0","0","0","0","","","","","",""
"区西部","1","2","18","31","81","7","1","2","6","0","0","2","1","1","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","5","1","5","55","94","12","1","2","20","0","0","5","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","2","2","13","78","97","8","7","3","12","0","1","12","1","0","0","6","0","0","2","0","1","0","","","","","",""
"区東部","1","0","8","33","111","3","6","1","17","0","7","7","1","0","0","2","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","3","4","19","1","0","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","0","12","35","184","3","1","1","13","0","2","13","3","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","29","29","3","0","1","7","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","12","40","51","3","2","3","9","1","1","15","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","18","36","41","4","1","2","9","0","1","6","0","0","0","2","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","15","9","126","484","928","60","25","23","115","1","34","83","13","2","0","15","1","0","3","1","2","0","","","","","",""
