"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","32","35","17","18","0","1","3","2","1","0","",""
"区南部","9","4","0","2","1","0","3","0","0","0","",""
"区西南部","10","2","1","2","0","0","3","1","0","0","",""
"区西部","23","10","26","19","0","3","9","4","0","0","",""
"区西北部","17","8","5","13","0","1","6","1","0","0","",""
"区東北部","1","0","0","1","0","0","2","1","0","0","",""
"区東部","11","9","6","6","0","0","5","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","0","0","0","",""
"北多摩西部","2","0","0","0","0","0","1","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","13","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","105","68","55","61","1","5","49","11","1","0","",""
