"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","1","0"
"1〜4歳","0","0","0","0","0","0","3","8","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","16","2","5","4","4","0","1","0","0"
"20〜24歳","47","10","9","20","2","0","2","0","0"
"25〜29歳","48","16","10","24","1","0","1","0","1"
"30〜34歳","30","18","6","16","6","0","1","1","0"
"35〜39歳","32","10","5","13","5","1","1","0","0"
"40〜44歳","14","5","3","4","1","0","5","0","0"
"45〜49歳","10","7","1","2","0","0","6","1","0"
"50〜54歳","4","6","3","7","2","0","8","0","0"
"55〜59歳","6","4","1","1","1","0","6","0","0"
"60〜64歳","1","1","1","1","0","0","13","1","0"
"65〜69歳","0","1","1","0","0","0","11","7","0"
"70歳以上","0","2","0","0","0","0","68","5","0"
"合計","208","82","45","92","22","1","130","24","1"
