"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","1","0"
"1〜4歳","0","0","0","0","0","0","1","4","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","6","0","0","2","0","0","0","0","0"
"20〜24歳","20","1","11","13","0","0","0","0","0"
"25〜29歳","33","8","18","13","0","0","0","0","0"
"30〜34歳","26","4","12","7","0","0","0","0","0"
"35〜39歳","18","6","6","10","0","0","2","0","0"
"40〜44歳","9","6","10","5","0","0","0","0","0"
"45〜49歳","18","2","10","5","0","0","1","0","0"
"50〜54歳","8","3","5","3","0","0","3","0","0"
"55〜59歳","1","1","4","2","0","0","1","0","0"
"60〜64歳","1","2","0","1","0","0","6","0","0"
"65〜69歳","0","0","1","0","0","0","4","0","0"
"70歳以上","0","1","3","0","0","0","31","1","1"
"合計","140","34","80","61","0","0","51","6","1"
