"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","10","0"
"1〜4歳","0","0","0","0","0","0","8","35","0"
"5〜9歳","0","0","0","0","0","0","2","3","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","14","2","1","3","0","0","0","0","0"
"20〜24歳","45","8","9","23","7","0","2","0","0"
"25〜29歳","42","9","11","26","4","1","1","2","0"
"30〜34歳","41","12","4","14","5","1","3","0","0"
"35〜39歳","29","12","3","16","1","1","2","0","0"
"40〜44歳","17","6","4","7","6","0","0","0","0"
"45〜49歳","4","6","3","3","2","1","2","0","0"
"50〜54歳","2","2","5","3","0","0","7","2","0"
"55〜59歳","4","1","2","4","0","0","9","2","0"
"60〜64歳","1","1","0","1","0","0","11","1","0"
"65〜69歳","0","0","1","0","0","0","9","2","0"
"70歳以上","1","0","0","0","0","1","45","8","1"
"合計","200","59","43","100","25","5","111","65","1"
