"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","1","0","0","0","0","0","0","0","0","",""
"中央区","1","0","1","0","0","0","0","0","0","",""
"みなと","4","4","5","1","1","0","2","1","0","",""
"新宿区","10","4","1","2","1","0","16","3","0","",""
"文京","0","0","0","0","0","0","0","0","0","",""
"台東","15","1","2","3","2","0","0","0","0","",""
"墨田区","0","1","0","0","0","0","2","9","0","",""
"江東区","2","1","0","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","0","0","0","1","0","0","",""
"世田谷","0","0","0","0","0","0","4","0","1","",""
"渋谷区","4","9","13","0","0","0","0","0","0","",""
"中野区","0","0","4","0","1","0","0","0","0","",""
"杉並","0","0","0","0","0","0","8","2","0","",""
"池袋","5","1","1","1","1","0","1","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","1","2","0","0","1","0","0","0","0","",""
"板橋区","2","0","0","0","2","0","1","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","6","2","0","",""
"江戸川","7","6","2","1","2","0","0","0","0","",""
"八王子市","13","3","2","2","2","0","3","0","0","",""
"町田市","0","0","0","0","2","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","17","1","1","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","0","0","0","",""
"多摩小平","1","0","0","0","0","0","4","7","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","85","33","32","10","15","0","48","24","1","",""
