"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央","2","0","0","0","2","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"日本橋","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"みなと","0","0","0","0","1","2","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","8","0","1","1","24","11","0","2","2","0","2","0","0","9","0","0","0","3","0","0","0","0","0","0","7","6","2","2","0","0"
"文京","9","0","0","0","8","2","0","1","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","4","3","1","1","0","0"
"台東","4","0","0","2","15","6","0","6","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","5","0","0","0","5","4","0","3","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","4","3","0","1","0","0"
"江東区","6","0","0","5","11","2","0","0","2","0","0","0","0","4","2","1","0","6","0","0","0","0","0","0","4","3","1","0","0","0"
"品川区","2","0","0","2","15","1","0","5","6","1","0","0","0","8","0","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","0","0","0","0","8","7","0","2","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","4","0","0","4","28","7","0","4","8","0","0","1","0","12","0","0","0","1","0","0","0","0","0","0","10","9","1","1","0","0"
"世田谷","9","0","0","0","22","13","0","4","12","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","9","8","0","2","0","0"
"渋谷区","14","0","0","3","17","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","5","4","1","2","0","0"
"中野区","7","0","0","2","35","1","0","3","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
