"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","2","0"
"1〜4歳","0","0","0","0","0","0","3","5","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","11","1","0","3","1","1","0","0","0"
"20〜24歳","35","7","7","8","5","1","1","0","0"
"25〜29歳","21","6","0","5","6","3","2","0","0"
"30〜34歳","8","8","5","3","1","3","1","0","0"
"35〜39歳","12","2","3","1","7","0","1","0","0"
"40〜44歳","1","2","0","0","1","0","0","0","0"
"45〜49歳","3","1","0","0","1","0","1","0","0"
"50〜54歳","0","1","0","1","2","0","2","0","0"
"55〜59歳","1","1","0","0","1","0","2","0","0"
"60〜64歳","0","0","0","0","0","0","2","0","0"
"65〜69歳","0","0","0","0","0","0","4","0","0"
"70歳以上","0","1","0","0","0","0","24","1","0"
"合計","92","30","15","21","25","8","46","9","0"
