"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","8","2","14","2","0","3","0","0","",""
"区南部","6","0","0","0","0","0","1","0","0","",""
"区西南部","7","5","2","2","0","0","1","0","0","",""
"区西部","11","12","24","3","0","0","5","0","0","",""
"区西北部","15","8","0","0","1","0","0","0","0","",""
"区東北部","1","0","1","0","0","0","0","0","0","",""
"区東部","9","0","0","1","4","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","4","3","0","2","0","0","0","0","",""
"北多摩西部","16","2","0","9","1","0","0","0","0","",""
"北多摩南部","0","0","1","0","0","0","18","0","0","",""
"北多摩北部","1","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","100","39","33","29","10","0","31","0","0","",""
