"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","6","0"
"1〜4歳","0","0","0","0","0","0","4","30","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","1","0","0","0","0","0","0","2","0"
"15〜19歳","8","2","0","2","0","1","0","2","0"
"20〜24歳","38","14","10","14","3","1","1","1","0"
"25〜29歳","39","10","13","20","1","1","0","0","0"
"30〜34歳","30","10","10","12","1","0","0","0","0"
"35〜39歳","27","15","7","6","1","1","1","0","0"
"40〜44歳","22","13","6","6","0","4","1","0","0"
"45〜49歳","5","8","4","3","0","1","1","0","0"
"50〜54歳","5","4","1","2","1","1","3","0","0"
"55〜59歳","3","3","1","1","1","0","6","0","1"
"60〜64歳","3","3","1","1","0","0","6","1","0"
"65〜69歳","1","2","1","0","0","0","6","2","0"
"70歳以上","0","3","0","0","1","1","59","7","1"
"合計","182","87","54","67","9","11","91","53","2"
