"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","15","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"中央区","27","0","1","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","36","6","1","2","31","5","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"新宿区","70","3","0","11","12","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"文京","24","0","0","2","7","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","36","0","1","15","14","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","33","0","1","5","18","2","0","0","4","0","0","0","0","0","0","1","0","0","0","0","1","","","","","",""
"江東区","119","1","0","4","64","5","1","2","2","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","51","0","0","4","30","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","20","0","0","0","10","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"大田区","155","3","7","19","82","11","0","1","3","1","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","200","0","2","17","102","7","0","1","2","0","0","1","1","1","0","0","0","0","0","0","3","","","","","",""
"渋谷区","23","0","0","0","14","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"中野区","51","0","0","6","39","3","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","110","0","1","14","39","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","57","0","0","4","16","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","","","","","",""
"北区","71","3","0","1","17","2","0","0","4","0","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","73","0","1","3","28","4","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","60","0","0","2","23","6","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","149","0","1","14","70","7","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","124","1","1","13","58","7","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","131","0","0","7","51","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"江戸川","119","1","12","12","54","4","0","1","2","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","297","1","1","26","43","17","1","0","3","0","0","3","2","0","0","0","0","0","0","0","0","","","","","",""
"町田市","131","0","0","24","53","3","0","0","3","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","94","0","0","13","15","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","179","1","0","8","34","21","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","232","4","0","11","27","8","0","0","4","0","0","3","0","1","0","0","0","0","0","0","0","","","","","",""
"多摩府中","357","0","1","23","76","9","0","1","6","1","0","0","0","1","0","0","1","0","0","0","1","","","","","",""
"多摩小平","278","1","2","27","62","15","0","1","6","0","0","2","1","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","11","0","0","3","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3333","25","33","294","1113","157","2","17","60","3","1","23","7","5","0","8","1","0","5","0","8","","","","","",""
