"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","28","2","3","13","45","7","1","1","4","1","1","2","1","1","0","1","0","0","1","0","","","","","",""
"区南部","62","1","6","8","78","9","1","5","3","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","77","0","1","4","61","7","0","1","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"区西部","69","0","1","11","96","7","1","0","4","0","0","1","1","0","0","1","0","0","2","0","","","","","",""
"区西北部","77","0","2","3","71","8","1","3","4","0","0","2","0","0","0","2","0","0","0","0","","","","","",""
"区東北部","56","1","1","6","50","6","1","2","5","0","0","4","0","0","0","0","0","0","2","0","","","","","",""
"区東部","74","2","4","10","68","8","0","1","4","0","0","3","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","49","0","0","4","17","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"南多摩","113","1","4","41","95","16","1","1","9","0","1","2","2","1","0","2","0","0","0","0","","","","","",""
"北多摩西部","36","0","0","2","14","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","51","1","0","3","25","2","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","71","1","2","5","45","8","1","1","2","1","0","1","1","0","0","2","0","0","0","0","","","","","",""
"島しょ","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","766","9","24","110","666","82","7","17","41","2","2","17","6","2","0","9","0","0","6","0","","","","","",""
