"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","46","91","7","5","24","74","1","8","0","5","26","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","55","84","32","8","29","92","1","1","0","1","66","2","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","30","130","15","9","20","89","2","1","0","2","60","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区西部","11","103","12","3","19","79","2","8","0","4","18","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","41","200","33","12","29","120","4","16","1","5","58","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","16","114","23","9","19","110","0","5","0","4","53","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","32","170","33","6","19","89","0","3","1","2","48","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","20","17","0","1","5","5","0","2","0","1","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","32","94","23","7","38","168","0","19","2","5","65","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","9","43","8","0","21","60","0","17","0","1","26","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","50","93","22","9","26","58","2","3","0","5","31","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","30","69","17","7","23","94","4","5","2","2","86","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","372","1227","225","76","272","1038","16","88","6","37","548","20","10","0","0","6","0","0","0","0","0","0","","","","","",""
