"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","6","3","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"〜1歳","23","4","1","0","1","5","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","1","0"
"1歳","52","4","0","0","4","11","0","1","2","1","0","0","0","0","0","0","0","0","1","0","0","7","0","0","0","1","0","0","6","1","0","0","0"
"2歳","64","4","1","2","1","7","0","1","1","0","0","0","0","1","0","0","0","0","2","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"3歳","61","3","1","1","4","7","1","2","3","0","0","0","0","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"4歳","55","2","1","0","1","7","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"5歳","72","1","0","0","5","5","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6歳","58","0","0","0","4","1","0","0","6","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"7歳","56","0","0","0","7","4","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","2","0","0","0","0"
"8歳","67","1","0","1","4","1","2","0","6","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","1","1","0","1","0","1","0","0","0"
"9歳","53","0","0","0","4","0","1","0","4","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","194","5","0","1","2","13","3","0","1","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","1","0","0","1","1","0","0","1"
"15〜19歳","140","9","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","1","0","1","1","0","2","1","0","0","0"
"20〜29歳","224","22","0","0","2","10","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"30〜39歳","266","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","5","0","0","1","0"
"40〜49歳","296","29","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","7","2","1","0","1","1","0","5","1","0","0","2"
"50〜59歳","293","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0","1","0","0","3","1","1","0","0"
"60〜69歳","113","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","13","3","4","1","1","0","0","9","1","0","0","3"
"70〜79歳","74","19","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","23","10","3","2","3","0","0","16","3","1","2","8"
"80歳以上","77","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","27","1","3","2","0","0","45","2","1","1","25"
"合計","2244","222","4","5","40","74","9","7","41","4","0","0","1","3","0","5","0","0","10","0","1","130","48","13","7","14","2","1","104","14","4","5","41"
