"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","3","0"
"1〜4歳","0","0","0","0","0","0","12","7","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","3","2","0"
"15〜19歳","8","3","1","2","1","0","0","0","0"
"20〜24歳","44","10","14","26","2","0","0","1","1"
"25〜29歳","36","17","23","22","2","0","1","1","0"
"30〜34歳","45","18","13","28","3","0","2","0","0"
"35〜39歳","39","17","23","21","1","0","3","0","0"
"40〜44歳","21","16","15","9","0","0","1","0","0"
"45〜49歳","21","14","11","16","0","0","2","0","0"
"50〜54歳","8","10","5","5","1","0","1","0","0"
"55〜59歳","7","6","6","4","0","0","0","1","0"
"60〜64歳","3","1","2","2","0","0","1","0","0"
"65〜69歳","0","5","0","1","0","0","3","0","0"
"70歳以上","1","4","0","0","0","0","24","3","1"
"合計","233","121","113","136","10","0","60","19","2"
