"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","32","31","0","3","2","1","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","6","4","3","0","2","2","2"
"中央区","44","26","0","0","4","15","0","7","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","177","46","0","19","8","7","2","25","0","1","8","0","0","0","0","0","0","0","0","0","0","4","8","9","6","0","1","1","1"
"新宿区","115","55","0","12","13","10","0","0","0","1","2","1","0","0","0","2","0","0","0","0","0","1","18","12","8","2","2","2","2"
"文京","182","55","0","4","8","3","3","6","0","3","0","1","0","0","0","0","0","0","0","0","0","0","3","7","4","1","1","1","1"
"台東","155","30","0","19","6","28","0","21","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","179","101","1","0","4","13","0","4","0","0","1","0","1","0","0","0","0","0","0","0","0","3","10","8","5","1","1","1","1"
"江東区","243","95","1","15","17","43","0","11","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","171","51","0","21","11","19","0","8","0","3","10","1","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"目黒区","162","34","0","14","6","15","0","12","1","0","1","0","1","0","0","4","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","238","141","3","40","29","102","0","35","0","5","6","1","0","1","0","4","0","0","0","0","0","1","8","21","13","2","1","1","1"
"世田谷","485","154","0","67","32","38","1","30","2","3","7","1","1","1","0","7","0","0","0","0","0","6","9","25","16","2","2","2","2"
"渋谷区","49","50","1","1","3","13","0","0","0","0","5","1","0","0","0","4","0","0","0","0","0","0","8","7","4","1","1","1","1"
"中野区","303","75","0","6","19","40","0","10","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","304","94","3","32","5","30","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","3","5","17","11","1","2","2","2"
"池袋","110","77","0","11","1","0","0","6","0","0","3","0","0","0","0","2","0","0","0","1","0","0","0","8","5","1","1","1","1"
"北区","192","82","1","14","19","15","4","25","0","2","2","0","0","0","0","5","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","162","58","1","9","17","9","2","17","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","217","117","0","12","8","16","0","9","0","0","5","0","2","0","0","0","0","0","0","0","0","1","7","16","10","2","1","1","1"
"練馬区","357","150","0","22","14","39","1","26","0","4","10","1","1","0","0","3","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","230","153","0","24","14","62","1","17","0","3","10","0","1","0","1","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","242","84","0","12","11","20","1","6","0","6","0","1","0","0","0","2","0","1","0","0","0","3","2","13","8","1","1","1","1"
"江戸川","399","176","1","71","26","37","7","25","0","2","8","2","1","0","0","2","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","338","161","2","21","48","96","0","59","2","2","20","0","2","0","0","8","0","0","0","0","0","0","2","18","11","2","1","1","1"
"町田市","170","89","0","15","18","32","0","16","2","5","1","1","3","0","0","1","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","98","77","1","6","2","10","0","15","0","2","3","0","0","0","0","0","0","0","0","0","0","0","7","14","8","1","1","1","1"
"南多摩","154","88","0","13","3","22","0","12","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","222","156","0","5","39","44","4","16","0","5","8","2","3","0","0","1","0","0","0","0","0","0","5","21","14","2","1","1","1"
"多摩府中","760","267","0","31","80","62","3","39","2","7","18","2","12","0","0","1","0","1","0","0","0","2","26","33","21","3","3","3","3"
"多摩小平","420","163","2","30","54","93","1","46","0","8","11","1","2","0","0","1","0","0","0","0","0","3","20","22","14","2","2","2","2"
"島しょ","3","15","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","1","1","1"
"合計","6913","2951","17","549","521","934","30","517","9","73","153","18","30","2","1","51","0","2","0","1","0","28","145","417","262","39","25","25","25"
