"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","15","2","1","8","0","5","0","3","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","28","1","0","39","6","37","0","37","1","16","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","69","8","2","54","15","110","1","49","0","18","1","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"2歳","0","19","9","5","45","7","45","2","7","0","15","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","6","7","4","35","13","52","0","2","0","16","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","5","8","11","25","10","28","1","0","0","17","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","1","9","19","19","8","15","3","0","0","7","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","11","16","4","10","1","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","15","26","7","1","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","5","5","17","1","7","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","1","0","4","6","1","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","8","40","1","14","0","0","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","2","12","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","2","12","56","1","17","0","0","0","1","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","144","56","99","398","74","345","9","98","1","109","14","12","1","0","7","0","3","7","1","0","0","0","0","0","0","0","0"
