"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","1","3","0","1","0","4","0","1","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","0","0","8","0","20","1","5","0","2","1","0","0","0","4","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","2","10","4","9","15","1","34","1","2","1","5","3","0","1","0","0","0","0","1","0","0","0","9","6","0","1","1","0"
"新宿区","0","20","3","8","15","0","38","2","5","0","4","0","0","0","0","1","0","1","2","0","0","0","12","8","2","2","2","0"
"文京","0","5","2","1","5","1","25","1","0","0","4","0","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","0","15","1","1","23","0","41","3","1","0","7","2","2","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","10","0","7","7","0","16","1","0","0","8","4","4","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","13","21","2","12","86","6","67","0","9","0","8","13","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","1","1","12","15","2","33","0","6","0","3","2","2","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","10","5","4","12","0","26","0","3","0","12","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","0","21","12","41","78","1","35","2","13","1","31","1","1","0","0","3","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","1","19","9","16","57","1","49","6","2","0","9","5","5","0","0","0","0","0","1","0","0","0","25","16","2","2","2","0"
"渋谷区","0","0","0","1","8","1","6","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","7","4","1","1","1","0"
"中野区","0","3","0","3","30","0","18","6","6","0","3","0","1","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","0","4","1","5","28","0","29","3","3","0","2","1","1","0","0","2","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","7","3","0","2","8","1","2","0","0","0","1","3","0","1","0","3","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","0","5","2","3","23","1","43","0","4","0","5","5","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","27","5","7","11","0","48","0","6","0","8","3","1","0","0","3","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","0","0","0","0","17","1","24","3","6","0","3","2","1","0","0","6","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","0","5","0","17","35","4","41","5","6","0","13","8","0","0","0","3","0","0","0","0","0","0","20","12","2","0","0","0"
"足立","0","8","3","13","63","2","59","3","7","0","19","3","0","0","0","6","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","1","3","0","5","33","0","23","2","8","0","14","0","2","0","0","1","0","0","3","0","0","0","13","8","1","1","1","0"
"江戸川","1","4","4","26","39","9","39","6","8","0","19","8","0","0","0","1","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","0","12","2","18","74","4","89","9","5","4","14","5","9","0","0","4","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","0","0","0","19","54","1","44","6","5","0","9","2","11","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","1","0","7","3","31","2","28","0","2","0","2","4","1","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","17","1","30","28","0","61","6","10","0","10","5","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","1","2","2","22","66","6","40","12","2","0","6","1","1","0","0","1","0","0","1","0","0","0","21","14","2","1","1","0"
"多摩府中","3","6","9","39","39","5","114","17","16","2","13","6","9","0","0","2","0","1","4","0","0","0","31","20","3","3","3","0"
"多摩小平","0","16","11","54","61","4","94","11","16","0","11","6","3","1","0","1","0","0","3","0","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","30","247","86","378","969","54","1193","107","159","8","249","94","57","3","0","42","0","2","17","0","0","0","414","261","39","25","25","0"
