"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","28","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","","","","","",""
"中央区","7","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","31","6","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7","1","","","","","",""
"新宿区","68","0","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","2","","","","","",""
"文京","35","2","0","0","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","","","","","",""
"台東","35","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","110","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","","","","","",""
"江東区","181","6","0","0","1","4","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","26","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","54","4","0","0","1","5","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","3","2","","","","","",""
"世田谷","54","7","0","0","0","4","1","0","2","1","0","0","0","0","0","1","0","0","1","0","0","15","4","","","","","",""
"渋谷区","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","","","","","",""
"中野区","148","6","0","0","5","4","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","35","1","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","3","0","0","5","6","","","","","",""
"池袋","42","13","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","35","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","115","18","2","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","96","13","0","0","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","2","","","","","",""
"練馬区","21","0","1","0","9","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","120","22","0","1","3","10","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","41","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","3","","","","","",""
"江戸川","133","20","0","2","2","10","0","0","5","0","0","0","0","1","0","4","0","0","0","0","0","0","0","","","","","",""
"八王子市","265","17","0","0","2","6","4","1","4","0","0","0","0","0","0","0","0","0","0","0","0","11","3","","","","","",""
"町田市","83","5","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","75","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","","","","","",""
"南多摩","138","10","1","0","2","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","67","4","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","","","","","",""
"多摩府中","58","8","0","0","2","0","1","0","4","0","0","0","0","0","0","0","0","0","4","0","0","23","5","","","","","",""
"多摩小平","89","11","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","18","10","","","","","",""
"島しょ","39","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"合計","2244","222","4","5","40","74","9","7","41","4","0","0","1","3","0","5","0","0","10","0","1","130","48","","","","","",""
