"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","1","0"
"1〜4歳","0","0","0","0","0","0","2","2","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","13","2","3","2","1","0","0","1","0"
"20〜24歳","44","13","4","7","6","1","0","0","0"
"25〜29歳","39","10","3","6","5","0","0","0","0"
"30〜34歳","13","3","0","4","5","0","2","2","0"
"35〜39歳","9","5","0","1","2","0","3","0","0"
"40〜44歳","1","4","1","0","0","1","0","0","0"
"45〜49歳","0","1","0","0","3","0","0","0","0"
"50〜54歳","0","1","0","0","0","0","1","0","0"
"55〜59歳","0","0","0","0","0","0","0","0","0"
"60〜64歳","0","0","0","0","0","0","1","3","0"
"65〜69歳","0","0","0","0","0","0","5","0","0"
"70歳以上","0","0","0","0","0","0","18","0","2"
"合計","119","39","11","20","22","2","38","9","2"
