"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","13","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","71","6","0","3","24","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","264","12","6","11","71","1","6","0","30","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"2歳","312","8","3","23","73","0","3","0","5","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","451","4","5","16","52","3","2","3","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"4歳","614","0","3","40","47","2","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","696","2","2","35","55","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","795","0","0","42","43","2","0","1","0","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"7歳","841","1","1","40","40","3","2","4","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","702","0","0","28","29","2","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","587","0","0","32","29","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"10〜14歳","1898","0","0","39","70","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","4","1","0","0","0","0","3","0"
"15〜19歳","507","0","0","1","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","442","0","0","28","143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","699","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","1034","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","488","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","1","0","0","6","1"
"80歳以上","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","1","0","3","0","0","23","3"
"合計","11099","38","20","338","701","19","13","14","53","1","13","2","0","0","3","0","0","3","0","0","47","2","0","5","0","0","41","5"
