"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","10","4","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","1","1","0","0","0","0","0","0"
"20〜24歳","33","9","5","8","5","2","0","0","0"
"25〜29歳","21","6","6","9","4","3","0","0","0"
"30〜34歳","16","7","8","5","1","2","0","0","0"
"35〜39歳","12","3","10","8","2","1","0","0","0"
"40〜44歳","5","2","5","2","1","3","0","0","0"
"45〜49歳","6","3","7","1","1","0","0","1","0"
"50〜54歳","0","1","1","1","2","1","1","0","0"
"55〜59歳","1","0","2","1","1","0","0","0","0"
"60〜64歳","0","0","1","0","0","0","0","0","0"
"65〜69歳","0","0","0","0","0","0","3","0","0"
"70歳以上","0","0","0","0","0","0","9","0","0"
"合計","98","32","46","35","17","12","25","6","0"
