"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","39","1","0","9","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","100","3","3","76","4","24","2","33","35","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","165","13","11","150","2","62","12","64","130","0","18","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","50","15","16","76","4","36","24","16","96","1","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","18","7","31","58","6","31","42","4","56","1","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","0","4","7","37","75","7","19","40","7","34","1","3","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","0","1","2","42","59","8","10","50","1","22","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","50","53","10","9","39","0","16","5","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","1","0","30","28","4","2","21","0","7","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","26","28","3","3","21","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","3","13","28","1","1","13","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","26","82","4","1","8","0","1","0","0","0","0","5","0","0","1","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","0","0","0","3","14","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","2","26","96","3","1","4","0","2","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4","378","59","314","832","57","201","276","126","408","13","40","7","1","50","0","0","5","0","0","1","0","0","0","0","0","1","0"
