"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","4","3","631","9","1","0","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"〜1歳","7","6","*","14","0","0","44","0","2","0","3","4","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","46","3","3920","30","6","2","80","1","5","3","13","20","0","1","1","0","0","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2歳","66","7","*","9","4","10","43","2","9","0","5","10","0","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"3歳","94","2","*","8","1","14","39","2","4","2","3","4","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"4歳","116","1","*","3","5","30","40","3","4","1","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","163","4","3269","0","2","31","38","1","7","4","0","4","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"6歳","167","0","*","0","1","22","41","2","3","2","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"7歳","132","4","*","2","0","22","25","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","135","8","*","0","2","23","14","2","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","112","1","*","1","3","19","28","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","423","41","1743","1","1","32","66","8","0","0","0","0","0","0","0","0","0","0","0","6","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"15〜19歳","125","27","589","0","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","120","17","610","0","0","12","51","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0"
"30〜39歳","106","36","735","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"40〜49歳","130","40","755","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","58","38","498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"60〜69歳","40","30","410","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"70〜79歳","14","39","286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"80歳以上","7","18","198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","1","0","0","0","1","0","0","13"
"合計","2065","325","13644","77","26","220","528","24","36","17","25","50","2","9","4","0","13","0","1","11","0","0","19","23","0","0","2","0","0","17","2","1","0","22"
