"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","8","12","3","0","1","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","3"
"〜1歳","17","26","2","1","0","35","0","0","0","9","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","55","33","6","4","12","72","3","3","0","4","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"2歳","68","26","0","6","19","67","0","1","1","7","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","1","1","0","0","0"
"3歳","87","16","0","10","32","64","1","1","0","4","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"4歳","153","22","2","9","40","74","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"5歳","211","18","0","7","57","69","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","2","0","0","0","2"
"6歳","276","28","1","4","69","68","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"7歳","415","14","1","3","72","66","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","3","1","0","0","1","1","1","2","1","0","0","1"
"8歳","475","32","0","0","62","64","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"9歳","493","29","0","0","27","38","5","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","1688","156","1","4","74","118","7","0","1","1","0","0","0","0","0","1","0","0","0","0","0","5","1","0","0","0","0","0","5","0","0","0","1"
"15〜19歳","347","106","0","0","10","25","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"20〜29歳","150","146","2","1","14","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","142","142","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40〜49歳","128","163","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1"
"50〜59歳","49","154","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","7"
"60〜69歳","23","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","16","0","0","0","0","0","3","0","4","0","12"
"70〜79歳","9","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","14","0","0","0","0","0","3","0","0","0","14"
"80歳以上","6","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","45","1","0","1","0","0","1","1","5","1","40"
"合計","4800","1336","18","49","489","859","24","9","6","26","2","6","4","1","0","10","0","0","1","0","0","31","99","1","0","2","2","1","27","3","11","1","88"
