"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","0","3","0","1","4","0","3","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","0","1","2","1","0","22","0","47","1","11","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","7","15","4","1","43","1","152","3","15","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","4","4","5","4","9","21","2","156","6","5","2","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","4","0","0","5","16","23","1","133","18","0","2","0","2","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"4歳","5","1","0","2","24","29","0","131","31","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","1","2","0","1","18","20","0","123","26","0","1","0","0","0","0","0","0","0","3","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"6歳","8","0","0","1","27","14","1","103","23","0","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","9","1","0","0","21","18","2","76","24","0","2","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","12","1","1","1","18","21","3","35","15","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","10","2","0","3","16","15","2","33","16","0","1","0","0","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","37","19","1","2","26","38","3","29","6","0","0","1","0","0","0","0","0","0","11","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"15〜19歳","16","16","0","0","4","15","0","6","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","12","17","0","1","19","30","0","16","4","0","0","0","0","0","0","2","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"30〜39歳","11","32","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"40〜49歳","20","33","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","11","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","9","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"70〜79歳","7","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","0","0","1","0","0","0","4"
"80歳以上","2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","7","0","0","0","0","0","4","0","1","1","6"
"合計","179","257","27","25","200","313","15","1043","174","33","17","3","4","0","0","10","1","1","56","1","0","9","19","0","0","0","0","0","9","0","1","1","18"
