"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","2","2","8","0","1","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","1","1","2"
"〜1歳","14","13","10","0","3","43","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","53","26","33","8","7","125","1","2","4","11","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","1","0","1","0","0","1"
"2歳","61","20","18","5","13","97","0","3","10","5","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"3歳","59","15","5","2","22","101","1","1","37","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","2","1","0","0","0"
"4歳","92","17","7","2","33","77","2","0","46","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","63","11","0","1","28","84","1","2","48","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","80","17","2","1","35","68","3","1","51","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","87","17","1","0","40","60","8","0","36","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","68","11","0","0","29","44","9","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","58","9","0","0","27","46","2","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","195","78","0","0","28","104","12","0","18","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","95","46","0","0","1","28","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","88","52","1","0","12","141","0","1","3","0","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","89","79","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40〜49歳","120","80","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"50〜59歳","81","118","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"60〜69歳","44","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","1","1","1","0","0","0","1","1","1","5"
"70〜79歳","27","49","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","9","1","0","0","0","0","3","0","1","1","8"
"80歳以上","21","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","16","1","0","0","0","0","4","0","2","1","14"
"合計","1397","761","85","19","279","1024","40","11","284","27","1","3","3","2","0","11","1","1","6","0","0","18","42","4","2","4","0","1","12","4","5","4","37"
