"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","50","0","0","0","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央区","53","0","0","0","31","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"みなと","48","0","6","15","8","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","87","0","0","1","48","2","0","1","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","7","6","2","2","0","0"
"文京","57","0","0","0","12","1","0","2","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","2","4","3","1","1","0","0"
"台東","94","0","2","3","27","5","0","2","5","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","31","0","0","1","3","1","2","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","4","3","0","1","0","0"
"江東区","39","0","0","7","26","2","0","0","2","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","4","3","1","0","0","0"
"品川区","70","0","0","1","45","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","28","0","0","2","15","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","177","0","0","9","49","9","0","1","4","0","0","1","0","3","1","0","0","0","0","0","0","0","0","0","10","9","1","1","0","0"
"世田谷","165","0","3","2","66","7","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","8","2","2","0","0"
"渋谷区","62","0","0","0","36","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","4","1","2","0","0"
"中野区","199","0","0","1","54","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"杉並","85","0","0","2","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"池袋","18","0","0","0","7","1","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","6","5","1","1","0","0"
"北区","88","0","0","3","33","5","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"荒川区","30","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","2","1","0","0","0"
"板橋区","58","0","0","0","15","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"練馬区","120","0","0","3","19","6","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0"
"足立","74","0","0","3","19","7","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"葛飾区","126","0","0","4","29","6","0","0","4","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"江戸川","115","0","0","7","58","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"八王子","43","0","0","0","18","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","2","1","1","0","0"
"秋川","31","0","0","2","27","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"町田市","91","0","0","1","42","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0"
"多摩川","48","0","0","2","7","4","0","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"南多摩","58","0","0","1","9","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"多摩立川","70","0","0","3","14","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"村山大和","69","0","0","1","10","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","2","1","0","0","0"
"府中小金井","58","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"狛江調布","64","0","0","1","11","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"三鷹武蔵野","115","0","0","1","17","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","2","1","0","0"
"多摩小平","168","0","0","2","10","6","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"多摩東村山","135","0","0","0","26","9","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","0"
"島しょ","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0"
"合計","2871","0","11","78","840","110","2","14","49","0","1","3","8","20","3","0","0","14","0","0","0","0","0","3","178","142","14","25","0","0"
