"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","18","0","0","4","9","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"中央区","14","0","3","6","46","4","7","8","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","29","0","4","13","32","2","2","9","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","29","2","0","13","39","1","1","2","1","0","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"文京","35","1","1","7","29","0","1","8","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","14","0","5","11","72","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","24","0","1","0","35","1","0","1","2","0","0","0","1","0","0","0","0","2","0","0","0","","","","","",""
"江東区","55","1","0","19","99","3","8","9","2","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","43","0","1","5","49","1","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","55","1","1","13","34","0","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"大田区","127","1","8","18","112","5","10","13","4","0","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","84","4","3","34","110","10","9","19","1","0","0","1","0","0","1","0","0","0","0","0","4","","","","","",""
"渋谷区","15","0","0","2","22","1","3","2","0","0","0","0","0","0","0","0","0","1","0","1","1","","","","","",""
"中野区","63","0","1","16","44","1","4","2","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","130","0","1","30","48","1","3","6","4","0","0","0","0","0","1","0","0","1","0","0","1","","","","","",""
"池袋","16","2","1","3","5","2","0","3","0","0","0","0","0","0","1","0","0","1","0","0","0","","","","","",""
"北区","28","0","0","8","28","1","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","44","2","3","9","46","2","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","68","0","0","3","45","5","1","10","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"練馬区","122","1","1","37","106","6","9","8","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","55","1","4","13","100","3","0","7","2","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","27","0","0","16","50","2","1","8","1","1","0","0","0","0","0","0","0","2","0","0","0","","","","","",""
"江戸川","42","3","4","30","126","3","1","9","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","61","7","5","28","97","1","4","29","3","0","2","0","0","0","0","0","0","0","0","0","1","","","","","",""
"町田市","44","1","1","12","65","2","4","9","2","1","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","36","0","1","8","15","0","5","10","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","68","2","1","8","41","3","4","11","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","43","3","1","28","77","6","9","8","3","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩府中","153","2","1","61","172","11","5","35","6","0","0","0","0","0","0","1","0","2","0","0","3","","","","","",""
"多摩小平","72","5","5","49","95","8","3","27","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1625","39","57","504","1848","86","105","283","53","3","10","2","6","0","7","1","0","10","0","1","14","","","","","",""
