"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","7","0"
"1〜4歳","0","0","0","0","0","0","5","16","0"
"5〜9歳","0","0","0","0","0","0","0","2","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","2","0","0","2","0","0","1","0","0"
"20〜24歳","12","2","5","10","0","0","2","2","0"
"25〜29歳","20","6","8","20","0","0","1","1","0"
"30〜34歳","17","13","8","7","0","0","0","0","0"
"35〜39歳","12","8","5","13","0","0","2","0","0"
"40〜44歳","8","4","5","6","0","1","1","0","0"
"45〜49歳","4","6","3","4","0","0","2","0","0"
"50〜54歳","3","4","3","2","0","0","5","3","0"
"55〜59歳","1","3","2","2","0","0","7","0","0"
"60〜64歳","1","1","2","0","0","0","12","2","1"
"65〜69歳","0","0","0","0","0","0","5","2","0"
"70歳以上","0","0","0","0","0","0","41","7","4"
"合計","80","47","41","66","0","1","91","42","5"
