"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","33","6","5","4","1","1","2","0","0","",""
"区南部","3","0","0","0","0","0","1","0","0","",""
"区西南部","4","2","6","0","0","0","1","0","0","",""
"区西部","10","7","4","6","3","0","23","1","0","",""
"区西北部","12","5","4","0","1","0","0","0","0","",""
"区東北部","1","1","1","0","0","0","6","5","0","",""
"区東部","12","3","2","2","4","0","4","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","12","2","0","0","1","2","0","0","0","",""
"北多摩西部","16","2","0","2","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","2","0","0","",""
"北多摩北部","1","0","1","0","0","0","10","2","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","104","28","23","14","11","3","49","10","0","",""
