"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","13","1","0","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"〜1歳","22","7","1","8","2","80","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"1歳","78","7","1","31","10","180","2","12","0","7","0","0","1","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"2歳","108","11","0","34","31","119","0","8","0","3","0","0","0","1","0","2","0","0","0","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"3歳","113","7","0","34","46","85","0","7","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","145","10","0","29","70","97","1","2","1","2","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"5歳","150","6","0","30","72","108","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"6歳","165","7","0","23","86","102","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"7歳","239","5","0","25","82","87","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"8歳","238","6","0","11","60","74","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","197","6","0","7","52","49","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","819","43","0","10","85","118","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0","2","0","0","2","2","0","0","1"
"15〜19歳","363","32","0","0","6","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","359","98","0","7","31","121","2","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","255","96","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","287","105","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","195","107","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","7","1","0","0","0","0","2","0","1","1","6"
"60〜69歳","82","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","1","1","0","0","0","4","0","0","0","6"
"70〜79歳","45","41","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","6","12","0","1","0","0","0","5","0","1","0","11"
"80歳以上","16","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","8","24","0","0","0","0","0","8","0","2","0","22"
"合計","3889","674","2","252","633","1243","28","37","4","16","2","2","1","3","1","18","1","1","0","0","0","43","51","3","2","3","0","0","37","3","4","1","47"
