"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","18","3","1","1","3","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","12","0","0","2","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","14","22","6","2","11","4","1","1","0","2","13","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","3","30","7","2","6","19","0","0","0","0","8","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","5","25","0","1","2","6","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","20","14","3","2","1","38","0","1","0","1","14","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","11","53","5","1","0","5","0","0","0","1","15","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"江東区","7","34","11","0","6","34","0","3","0","1","17","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","12","21","1","1","6","12","1","1","0","0","26","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","10","17","2","0","1","11","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","26","42","40","13","27","60","0","9","1","2","48","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","17","81","25","6","33","53","0","2","0","0","63","0","1","0","0","1","0","1","0","0","0","0","","","","","",""
"渋谷区","5","9","0","0","1","10","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","3","40","3","1","21","26","0","3","0","3","25","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","50","2","1","3","21","0","5","0","3","7","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","37","4","2","4","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","8","41","5","3","4","14","0","11","0","2","19","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","7","23","18","3","4","14","1","0","0","3","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","4","58","4","2","10","18","0","1","0","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","39","60","26","0","7","39","1","1","0","3","57","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","52","27","10","6","53","0","4","1","1","37","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","6","35","4","0","4","35","0","5","0","0","21","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","12","57","15","7","7","41","0","2","0","2","61","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","14","68","8","10","20","108","1","6","0","4","77","3","3","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","21","1","0","4","30","1","3","1","0","24","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","37","2","1","2","9","0","2","0","2","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","34","17","2","6","57","0","11","0","1","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","14","47","16","0","32","40","0","15","0","4","38","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","19","75","19","10","23","68","4","12","0","4","95","1","3","0","0","3","0","0","0","0","0","0","","","","","",""
"多摩小平","29","68","23","5","19","94","2","4","1","2","75","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","305","1194","298","86","273","937","13","106","4","46","813","12","13","1","0","6","1","1","0","0","0","0","","","","","",""
