"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","2","82","1","0","18","2","0","0","3","2","6","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","161","3","1","79","4","65","0","42","0","51","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","286","11","22","173","13","210","1","90","1","142","6","8","4","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0"
"2歳","5","102","17","25","106","4","72","0","10","0","86","5","3","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"3歳","6","60","14","29","129","4","56","2","4","0","49","18","2","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"4歳","3","19","5","48","101","7","25","4","3","0","35","12","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0"
"5歳","1","8","5","45","104","17","28","0","2","0","31","25","0","0","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0"
"6歳","7","1","5","46","68","14","13","1","2","1","14","33","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"7歳","6","1","4","53","48","15","6","3","1","0","9","31","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0"
"8歳","3","1","2","35","59","5","6","2","0","0","5","20","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","5","1","1","23","37","5","1","2","0","1","3","29","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","0","38","103","4","10","0","0","0","5","28","2","0","0","1","1","0","7","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","14","0","1","4","31","0","0","0","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","7","1","1","30","114","2","6","0","0","2","2","4","1","0","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","2","0","0","0","0","0","0","0","0","0"
"50〜59歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","1","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","96","723","70","399","1170","96","498","15","157","7","438","215","25","7","0","26","1","1","53","3","2","2","0","0","0","0","0","2","0"
