"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","35","8","10","17","0","0","8","0","0","",""
"区南部","8","2","1","3","0","0","0","0","0","",""
"区西南部","21","18","15","7","0","0","6","1","0","",""
"区西部","45","17","53","27","0","0","4","0","0","",""
"区西北部","11","6","3","9","0","0","1","2","0","",""
"区東北部","2","0","0","0","0","0","2","1","0","",""
"区東部","19","7","5","12","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","4","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","17","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","142","58","87","75","0","0","44","4","0","",""
