"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","14","0","0","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","30","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","21","2","2","2","4","0","0","1","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","","","","","",""
"新宿区","46","0","0","1","12","2","1","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"文京","39","0","1","2","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","18","0","1","3","12","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","46","0","0","5","10","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","82","0","1","9","22","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","32","2","0","6","32","10","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","12","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","109","2","2","13","43","7","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","132","0","1","10","21","6","0","3","2","0","0","0","1","5","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","27","0","0","1","9","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","50","0","0","1","20","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","118","0","1","3","28","7","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","33","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","76","0","0","1","13","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","63","0","4","4","13","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","61","0","1","1","14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","118","0","0","5","9","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","76","0","0","2","12","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","109","0","0","3","17","11","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","264","1","0","7","9","1","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","70","0","1","10","8","2","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","64","0","0","17","33","9","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","68","0","1","0","18","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","61","0","0","10","13","1","1","3","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","75","0","0","0","6","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","144","1","0","5","5","4","2","0","3","0","0","0","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","149","0","1","17","31","4","0","1","6","0","0","0","0","1","1","0","0","2","0","0","0","0","0","","","","","",""
"島しょ","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2211","8","17","141","424","117","5","32","37","1","0","0","1","25","1","1","0","11","0","1","0","0","0","","","","","",""
