"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","11","4","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","15","2","1","1","15","1","1","2","12","0","2","2","0","1","0","0","0","0","0","0"
"1歳","72","1","1","1","20","5","6","2","23","0","4","2","1","0","0","0","0","0","0","0"
"2歳","92","0","0","0","22","9","15","0","0","0","0","9","1","1","0","0","0","0","0","0"
"3歳","154","0","2","5","13","4","2","0","0","0","1","8","0","0","0","1","0","0","0","0"
"4歳","171","0","1","4","16","6","3","0","0","0","1","5","0","0","0","0","0","0","0","0"
"5歳","233","0","1","10","12","6","1","4","1","0","0","7","0","0","0","0","0","0","0","0"
"6歳","283","0","0","7","13","2","0","1","0","0","0","4","0","0","0","0","0","0","0","0"
"7歳","315","0","0","8","6","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","335","0","0","7","9","0","0","0","0","0","1","3","1","0","0","0","0","0","1","0"
"9歳","293","0","0","4","13","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","1037","0","0","8","17","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"15〜19歳","316","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","194","0","0","4","20","0","0","0","0","1","1","0","0","0","0","3","0","0","0","0"
"30〜39歳","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3765","7","6","59","178","38","29","10","36","1","10","48","4","2","0","6","0","0","1","0"
