"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","11","4","3","7","0","1","7","2","0","",""
"区南部","1","2","0","0","0","0","0","0","0","",""
"区西南部","6","1","0","0","0","0","7","0","0","",""
"区西部","24","10","6","41","0","4","41","13","2","",""
"区西北部","26","5","9","14","0","3","5","3","0","",""
"区東北部","3","0","0","1","0","1","4","3","0","",""
"区東部","11","12","3","7","0","0","1","4","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","1","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","5","11","0","",""
"島しょ","0","0","0","0","0","0","0","1","0","",""
"合計","83","34","21","71","0","9","71","37","2","",""
