"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","0","0","1","5","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"日本橋","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","0","0","6","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","7","0","0","1","29","1","0","1","1","0","0","0","0","5","0","0","0","4","0","0","0","0","0","0","","","","","",""
"文京","7","0","0","0","8","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","3","0","0","1","21","3","0","3","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","0","0","0","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","3","0","0","2","24","4","2","1","1","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","6","0","0","1","21","2","0","1","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","0","12","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","13","0","0","1","44","1","0","2","5","0","0","1","0","1","2","0","0","1","0","0","0","0","0","2","","","","","",""
"世田谷","9","0","0","0","52","5","0","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","7","0","0","0","30","1","3","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","18","0","0","1","38","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","0","0","2","10","2","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","5","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","14","0","0","1","16","13","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","11","0","1","0","10","2","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","29","0","0","0","19","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","11","0","0","3","13","2","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","4","0","0","0","29","3","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","20","0","0","2","14","7","0","4","3","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","0","0","0","22","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"小岩","2","0","0","0","5","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","17","0","0","0","3","2","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","26","0","0","2","16","3","1","1","3","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","5","0","0","1","15","1","0","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩川","12","0","0","1","13","5","0","0","2","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","19","0","0","7","17","0","0","1","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","13","0","0","1","12","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","5","0","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"府中小金井","3","0","0","0","8","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","8","0","0","0","16","1","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","12","0","0","1","9","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","14","0","0","2","25","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","0","0","0","0","30","6","1","3","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","2","0","0","0","0","4","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","323","0","1","36","622","90","7","34","42","1","2","3","4","64","3","0","0","13","0","1","0","0","0","3","","","","","",""
