"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","6","0"
"1〜4歳","0","0","0","0","0","0","3","13","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","9","1","2","1","0","0","0","0","0"
"20〜24歳","44","11","10","7","4","0","0","0","0"
"25〜29歳","22","6","10","5","1","1","0","1","0"
"30〜34歳","13","8","5","2","3","1","0","0","0"
"35〜39歳","10","6","1","0","1","0","0","0","0"
"40〜44歳","6","2","3","1","3","0","1","0","0"
"45〜49歳","0","1","2","1","0","0","0","0","0"
"50〜54歳","0","0","1","0","0","0","2","1","0"
"55〜59歳","1","2","0","0","1","0","2","0","0"
"60〜64歳","0","0","0","0","1","0","6","0","0"
"65〜69歳","0","0","0","0","0","0","5","0","0"
"70歳以上","0","0","0","0","0","0","36","4","0"
"合計","105","37","34","17","14","2","64","26","0"
